nni_counter,nni_mean,nni_min,nni_max,hr_mean,hr_min,hr_max,hr_std,nni_diff_mean,nni_diff_min,nni_diff_max,sdnn,sdnn_index,sdann,rmssd,sdsd,nn50,pnn50,nn20,pnn20,nni_histogram,tinn_n,tinn_m,tinn,tri_index,abs_energy,autocorr,mean,median,std,entropy,interq_range,mean_abs_dev,mean_abs_diff,mean_diff,median_abs_dev,median_abs_diff,median_diff,kurtosis,skewness,slope,sd1,sd2,total_power,vlf,lf,hf,lf_hf,lfnu,hfnu,bw,spec_ent,spec_decr, spec_dist,spec_kurt, spec_roll_95,spec_skew,spec_var,spec_centroid,energy,fundamental_freq,med_freq,auc,human_energy,ID,session
505,594.4844554455447,498.06,1287.1999999999998,101.8096365020084,46.612802983219396,120.46741356463076,8.341043489104983,22.779841269841263,0,705,66.90694134207956,33.486333733817304,5.02726264620376,77.38266068187593,74.02721173669546,28,5.555555555555555,111,22.023809523809522,Figure(432x432),507.8125,671.875,164.0625,11.222222222222221,180729118.2771,180729118.2771,594.4844554455447,587.9100000000001,66.84066401888627,0.6975928560875096,50.77999999999997,36.96131908636409,22.779841269841263,0.0,25.3900000000001,9.759999999999991,0.0,48.81110102270965,5.6340384696778525,0.15218558346517944,54.77216856310663,77.15625153154852,1418.2788584599816,640.290763162246,310.4388238721999,467.5492714255357,0.6639702868655672,39.902773030658665,60.097226969341335,0.557363370880267,0.6245803345362595,-7.284414949933721,-1548579218.5729978,21.864714208585244,1.0726817042606516,3.9013819853046123,0.6344274627033005,0.2391698325223371,2911534.763407705,0.003341687552213868,0.003341687552213868,179545.85861638476,0.00017642515876688345,10,1

463,649.0229125411348,343.75,1269.5,93.02959394456214,47.262701851122486,174.54545454545453,7.5253231595808865,25.75406926406926,0,642,53.88161763272752,29.032837009035084,23.24796978671455,53.1758423851015,46.57352398622668,42,9.090909090909092,190,41.125541125541126,Figure(432x432),570.3125,726.5625,156.25,9.645833333333334,196371124.75261214,196371124.75261217,649.0229125411348,640.63,53.823398687975946,0.7058063804781988,54.690000000000055,36.32758295386855,25.75406926406926,0.0,27.34999999999991,17.579999999999927,1.9599999999999227,38.80812421649296,3.0877168849613152,-0.0648808690093774,37.64175864801921,66.25372022251412,1359.960283323407,238.2945868175398,213.23820227879781,908.4274942270694,0.2347333206380223,19.01085171304268,80.9891482869573,0.4866666666666667,0.6068119743470953,-10.41108930022322,-1467743850.874464,25.649773151176937,0.9741451209341118,4.279671377652189,0.5798449277419169,0.19616243608459266,3428447.2578325476,0.003336113427856547,0.0,195660.16199374525,8.828952353224842e-05,10,2

465,647.0086204441836,343.75,1269.5,93.29622494090431,47.262701851122486,174.54545454545453,7.380542148591075,24.09002155172414,0,570,52.904975777724395,28.575314783577124,12.164082302009811,43.8409390796449,36.668741982863324,41,8.836206896551724,187,40.30172413793103,Figure(432x432),578.125,710.9375,132.8125,8.61111111111111,195957078.56041217,195957078.56041214,647.0086204441836,638.67,52.848058089618256,0.7024384715685287,52.729999999999905,34.718273850644756,24.09002155172414,-1.3848060344827586,25.389999999999873,15.63000000000011,0.0,42.23882177362248,3.3299428692805417,-0.15480112761033732,31.018199157970226,68.08629998083099,787.5641385798162,166.75809709355082,287.20780250584676,333.5982389804187,0.8609392045462957,46.263693217006306,53.736306782993694,0.4962531223980017,0.6460479792073012,-8.389604841411114,-1412391972.8038576,8.534959553572925,2.606666666666667,2.4786071506875778,0.6035654240949808,0.4214235671621078,3398180.724926276,0.0033333333333333335,0.0,194970.65739877784,0.00017394219913269954,10,2

471,637.0872155128352,343.75,1228.5,94.69414460218589,48.84004884004884,174.54545454545453,7.138790901834265,23.192319148936168,0,667,49.3546800188858,28.123814770516393,34.17460389129567,51.73283802331141,46.292141415323066,32,6.808510638297872,164,34.8936170212766,Figure(432x432),578.125,703.125,125.0,7.983050847457627,192314402.28671217,192314402.28671214,637.0872155128352,632.81,49.30225867640474,0.688634745435245,50.77999999999997,32.13803137512997,23.192319148936168,-0.14542553191489366,23.440000000000055,14.649999999999977,0.0,45.04895407680539,3.367460173114619,-0.07732784912846462,36.619473672730464,59.420392353681166,764.6412357083913,29.57700992583837,274.7324143176571,460.3318114648958,0.5968138796304061,37.37529384254494,62.624706157455066,0.5242070116861436,0.6522561396347119,-10.48685498925566,-1423041613.5438557,23.817489493444334,1.0225563909774436,4.11201119769985,0.7478624987913969,0.20654826639400942,3294676.0835693358,0.003341687552213868,0.0,191577.0014544956,0.00010120207878795805,10,2

471,636.7158174097665,439.45,1228.5,94.6723593112934,48.84004884004884,136.5343042439413,6.186750485160059,23.429319148936163,0,667,47.260132221303614,nan,nan,53.14672931631142,47.75451765057052,27,5.74468085106383,171,36.38297872340426,Figure(432x432),570.3125,710.9375,140.625,8.263157894736842,191996466.5837,191996466.5837,636.7158174097665,632.81,47.20993557174728,0.6860117993155543,48.82000000000005,31.07153979652093,23.429319148936163,0.08310638297872353,23.42999999999995,14.649999999999977,0.0,51.595983861368055,4.253076031618746,0.02997675836834328,37.62040977482116,55.24260098442814,917.0058338695394,49.44100208417848,396.77827097162134,470.7865608137396,0.8427986353004697,45.734711278590176,54.26528872140983,0.5614035087719298,0.6608928579446661,-10.75886108459156,-1405929398.5531774,24.094267151383637,0.9933110367892977,4.097747943997717,0.7514430792618891,0.20393802525350915,3284986.479710081,0.0033444816053511705,0.0,191176.51119661564,0.00012059163382790009,10,2

470,637.4887021276595,439.45,1228.5,94.56031996123953,48.84004884004884,136.5343042439413,6.202187052587793,23.449978678038374,0,667,47.426541526544796,nan,nan,53.06914459353124,47.657899792231525,26,5.543710021321962,174,37.10021321961621,Figure(432x432),562.5,703.125,140.625,8.867924528301886,192059078.14850003,192059078.14850003,637.4887021276595,632.81,47.376060893264814,0.6911983229008618,46.870000000000005,30.968793390674506,23.449978678038374,-0.06247334754797456,23.42999999999995,15.620000000000005,0.0,50.72495349151314,4.204657816241114,0.0802152879533948,37.565595992565065,55.564194226691846,1005.5171265154645,38.51940432005777,480.12766527025366,486.8700569251531,0.9861515581847828,49.65137499809245,50.34862500190756,0.5917258671124113,0.6562247111868869,-10.834107286977263,-1401470117.2543764,23.417819068199595,0.9941422594142258,4.053615651139597,0.7167909564776084,0.2042833031721848,3293713.5675376635,0.0033472803347280333,0.0,191347.86171087454,0.0001198203041703908,10,2

469,640.1222601279318,439.45,1228.5,94.11113810976661,48.84004884004884,136.5343042439413,5.71246079157492,22.703205128205123,0,667,44.62123386402009,31.31056974019191,14.158317490454296,51.026131431736914,45.74606159648635,20,4.273504273504273,175,37.39316239316239,Figure(432x432),570.3125,703.125,132.8125,8.228070175438596,193107615.72180003,193107615.7218,640.1222601279318,636.7199999999999,44.57363786768616,0.6774465190738697,44.91999999999996,28.465931142338874,22.703205128205123,0.08346153846153835,21.480000000000132,15.629999999999995,0.0,63.88115011289213,4.904347041475792,0.03628634242860942,36.119485117190564,51.74448587013109,1151.5036478266834,66.85855346355592,520.0510297498994,564.5940646132282,0.9211060872667113,47.946653928791186,52.053346071208814,0.6441385064664163,0.6653201372429112,-11.386954077546642,-1387203933.8874638,24.9061239237127,0.9757727652464494,4.188015755210962,0.7334565051171617,0.19925749997509476,3315531.0634542317,0.003341687552213868,0.0,192360.522042175,9.97578709594499e-05,10,2

463,646.9790280777537,439.45,1228.5,93.13139532000915,48.84004884004884,136.5343042439413,5.837697007067763,24.105670995670994,0,667,45.638515766265826,nan,nan,51.88156050415524,45.99120875019126,23,4.978354978354979,194,41.99134199134199,Figure(432x432),578.125,726.5625,148.4375,9.645833333333334,194765690.3077,194765690.30769998,646.9790280777537,642.58,45.58920347118866,0.6879190585479437,49.80499999999995,29.9945275669523,24.105670995670994,0.21138528138528132,23.440000000000055,17.579999999999927,1.9499999999999318,56.290558559859534,4.388096150902263,0.04064870864965841,36.72526623683481,53.07544688958341,504.3591583424087,90.34815766153834,204.29088934738064,209.7201113334897,0.9741120584402336,49.34431428426052,50.65568571573947,0.5286491007946466,0.6727380303667719,-11.122725337811893,-1399649565.7455134,23.181775567559015,1.035175879396985,4.09111511582548,0.9353491199423859,0.21067139841872579,3387043.459805402,0.006700167504187605,0.0,193929.58074527286,0.00010057468787518024,10,2

459,654.0936819172114,439.45,796.88,92.00189189185119,75.29364521634375,136.5343042439413,5.110299134818378,23.454890829694325,0,357,35.24762339554607,32.8352001820524,16.72026547475227,34.29603178810964,25.04906951546012,30,6.550218340611353,215,46.943231441048034,Figure(432x432),593.75,734.375,140.625,8.826923076923077,196946908.91772813,196946908.91772813,654.0936819172114,650.39,35.20920635590671,0.6841265172588856,50.780000000000086,28.107774122963153,23.454890829694325,0.1620524017467247,23.43999999999994,19.529999999999973,1.954999999999984,2.5293676560579375,-0.05975899687504478,0.03123696905507283,24.277203903069132,43.5362754575687,449.25859301460184,58.80795973063002,166.82471210959682,223.625921174375,0.7459989934687099,42.72619836891556,57.27380163108445,0.3537755527743012,0.6488554934446145,-15.543429716209884,-1287665591.7259016,29.721645748154927,0.8955722639933166,4.670431074318201,0.6943098073845017,0.16596570822857618,3448358.1517351163,0.003341687552213868,0.0,196358.02067454663,4.796758257914681e-05,10,2

458,657.3252328483286,525.39,1271.5,91.65726973106507,47.1883602044829,114.20087934677098,5.526330637943406,26.562013129102844,0,611,46.94833952971042,26.290108109561984,0.7636391069971831,52.09776893669287,44.86693540217583,38,8.315098468271334,216,47.26477024070022,Figure(432x432),585.9375,742.1875,156.25,9.16,198898314.46567294,198898314.4656729,657.3252328483286,650.5353492942763,46.897057876470555,0.6917802357734515,50.780000000000086,31.426995778359423,26.562013129102844,-0.029934354485776696,25.244650705723757,19.529999999999973,1.9500000000000455,62.534804443538206,5.064347702323894,0.07793006584450442,36.879050786676686,55.210766905266425,394.2701668022181,51.950049423892246,130.1752686886873,212.14484868963854,0.6136150346932523,38.02734986352556,61.97265013647445,0.36938435940099834,0.6514004943629518,-11.733039695792542,-1440015871.5027208,30.908005569559112,0.8159866777685263,4.680718100088402,0.6921968767638484,0.1696776801454761,3498724.765814854,0.0033305578684429643,0.0,198140.53761023917,5.906948498845235e-05,10,2

458,658.7667612326081,525.39,1271.5,91.46059671615082,47.1883602044829,114.20087934677098,5.559571578394917,27.01507658643326,0,611,47.138492919519926,25.54077576383409,29.593050751135824,52.43013795136327,44.98369554045107,43,9.409190371991247,220,48.14004376367615,Figure(432x432),593.75,742.1875,148.4375,8.980392156862745,199775400.87707296,199775400.87707293,658.7667612326081,653.325,47.087003561805396,0.695027303521845,54.192499999999995,31.955588897181137,27.01507658643326,-0.004266958424507509,26.375,19.530000000000086,1.9600000000000364,60.8900937332613,4.933428537398318,0.05278277812295015,37.1143346922333,55.37690122966568,680.5007159330579,44.424757356037674,202.205201324728,433.8707572522922,0.46604938900537,31.789473976832234,68.21052602316777,0.49813200498132004,0.6563301919025625,-11.681793493896738,-1452206522.4435515,31.06527317511994,0.8113050706566917,4.677936200305962,0.7027634342487973,0.16866029476207484,3514838.5837265835,0.0033250207813798837,0.0,199017.83745197393,6.0541351341416364e-05,10,2

456,660.649488255558,525.39,1271.5,91.19308066960099,47.1883602044829,114.20087934677098,5.503316423399605,27.292615384615388,0,611,46.795876981670936,27.5872057646799,5.8980285058675115,52.5935280307615,45.00715833829288,43,9.45054945054945,225,49.45054945054945,Figure(432x432),601.5625,750.0,148.4375,9.5,200021115.94417292,200021115.94417292,660.649488255558,658.2,46.74453755098478,0.6966561261922622,52.74000000000001,31.283368324900163,27.292615384615388,-2.498611818057495e-16,27.340000000000032,19.530000000000086,3.8999999999999773,62.24862088440368,4.968939273716664,-0.047639886142343144,37.230175101418844,54.71400430314941,845.9766038778687,38.136070656355535,305.46112841071823,502.3794048107949,0.6080287636905823,37.81205768329027,62.18794231670972,0.508939708939709,0.6547777309250956,-11.870296376117631,-1441027676.0815363,30.849081732177318,0.8159866777685263,4.677321332006244,0.7522643231668585,0.17016097321769436,3533003.7973790825,0.0033305578684429643,0.0,199206.73440261328,5.9226700312692946e-05,10,2

457,659.1054631171432,525.39,1271.5,91.43665036046478,47.1883602044829,114.20087934677098,5.731127970796473,27.172807017543857,0,611,48.40605417877073,29.780906982069624,0.7453967772896906,52.85096707730142,45.380386323012175,49,10.74561403508772,213,46.71052631578947,Figure(432x432),601.5625,726.5625,125.0,7.745762711864407,199598419.87347293,199598419.87347293,659.1054631171432,654.3,48.353064503140146,0.7013364554940796,56.639999999999986,32.69537711874917,27.172807017543857,-0.07710526315789491,27.34999999999991,19.529999999999916,1.9599999999999227,54.72182666041872,4.626582333638684,-0.05876203801342933,37.412282195481964,57.32899182125742,814.1648722252928,27.769207601003416,248.27590248074245,538.119762143547,0.4613766673272877,31.57137223020672,68.4286277697933,0.45571725571725574,0.6514967359585724,-11.350335797730809,-1457813095.181221,29.88640021391358,0.835970024979184,4.649015795030574,0.7456965433606706,0.1775592767103098,3519967.550157825,0.0033305578684429643,0.0,198794.74219577195,6.137017556842345e-05,10,2

456,662.0377097827242,525.39,1271.5,91.08881930417024,47.1883602044829,114.20087934677098,6.112222855547496,26.725978021978023,0,611,51.58770316333468,43.427979279107284,13.389504997222671,52.747470602920565,45.525518766503296,44,9.670329670329672,210,46.15384615384615,Figure(432x432),601.5625,726.5625,125.0,8.290909090909091,201072919.1620447,201072919.1620447,662.0377097827242,656.25,51.53110665352145,0.709255923532112,56.639999999999986,35.19776275944373,26.725978021978023,-0.13736263736263737,29.299999999999955,17.58000000000004,1.9599999999999227,41.59088252801564,3.956144046859209,0.008258826759050254,37.33902214492039,62.67678725491445,612.9320151615706,82.65440182357182,197.23677235376655,333.0408409842322,0.5922299852801077,37.19500265383594,62.80499734616405,0.32185815014516794,0.6152716046708719,-11.235317377440976,-1478306873.3540359,29.353168370588882,0.8438538205980066,4.617042292934982,0.6843077901022299,0.17809506184236312,3559571.597947347,0.0033222591362126247,0.0,200341.25158810307,6.053282060460144e-05,10,2

458,657.1539558744195,568.36,810.55,91.7082628473938,74.02381099253594,105.56689422197199,5.997359702528002,21.860765864332603,0,87,44.70353095214363,30.6828215407346,6.296736589828169,28.185888861441136,17.81138506868289,37,8.096280087527353,197,43.10722100656455,Figure(432x432),585.9375,718.75,132.8125,8.641509433962264,198701176.74397284,198701176.7439728,657.1539558744195,652.34,44.65470130245103,0.7100418257928929,56.639999999999986,34.7802128732619,21.860765864332603,-0.10684901531728674,27.340000000000032,17.579999999999927,1.9599999999999227,0.48179766511734856,0.7758137744154857,0.022172209399655817,19.952131360344094,59.98936416864328,926.5723119248646,42.62543667405611,334.6891277565431,549.2577474942653,0.6093480324736567,37.86303647055479,62.1369635294452,0.2929671244277986,0.5475316211826945,-15.65682145771574,-1339544576.3853788,51.55750825965284,0.51,6.289364906150606,0.7748978888960913,0.1086938636098505,3500247.0741789974,0.0033333333333333335,0.0,198117.7749112297,1.087746251997462e-05,10,2

446,677.7847722053189,470.55,1298.4,89.56475640404005,46.210720887245834,127.51036021676761,9.064077996671434,38.55426966292135,0,665,82.36068352901982,63.23792522862129,21.746039745372094,90.54407303987053,82.01776706506494,70,15.730337078651685,217,48.764044943820224,Figure(432x432),531.25,773.4375,242.1875,16.51851851851852,207907480.63046193,207907480.63046193,677.7847722053189,675.5600000000001,82.26829911011843,0.7781322837719541,80.09976223132696,51.84374354787574,38.55426966292135,0.004382022471910214,39.049999999999955,19.529999999999973,0.0,23.709482774432743,3.43783130990535,0.22762589143241693,64.09638688529992,97.25336791589618,2446.062715271623,250.15139821583136,1033.7442207660838,1162.1670962897078,0.8894970646358668,47.07586379909437,52.924136200905636,0.48715824357912174,0.5970300669503076,-7.2941701203281815,-1811176961.9263833,24.142477578296603,0.978441127694859,4.1068332887365395,0.5522503433896919,0.2228830212488107,3803879.1299769427,0.003316749585406302,0.003316749585406302,206560.76484967914,0.00015415844762984524,10,3

434,694.8339133722861,511.54999999999995,1298.4,87.07935776657946,46.210720887245834,117.29058743035873,7.176613737444445,39.38385681293303,0,665,74.09401425408727,44.348148040613935,20.212532612123738,89.80465170753544,80.80139542218036,68,15.704387990762125,249,57.505773672055426,Figure(432x432),578.125,773.4375,195.3125,12.4,211909805.18936193,211909805.18936193,694.8339133722861,687.2700000000001,74.00860325825741,0.752155521916679,61.99054447495155,43.07338415585236,39.38385681293303,0.09919168591223977,31.24000000000001,23.430000000000064,0.0,33.7311277348809,4.56551181800058,0.04794144811004189,63.574894021773396,83.29513039001773,1864.5383006004804,169.1756448905799,1026.8091300959445,668.5535256139559,1.535866749267368,60.56575132392473,39.43424867607527,0.49169435215946844,0.6515209190865116,-7.922938783903383,-1776186929.121056,25.11266865510617,0.9609310058187864,4.207334283829135,0.7581643913983158,0.21599501092808177,3960721.4892934267,0.0033250207813798837,0.0,210593.41621841546,0.0001271547405278154,10,3

429,699.6020263160225,581.84,1298.4,86.3576067107068,46.210720887245834,103.12113295751409,6.286659205654722,38.283738317757006,0,665,69.37430351297164,43.6923570544459,31.548592182490747,88.24120067827427,79.59690848144486,61,14.252336448598129,256,59.813084112149525,Figure(432x432),609.375,757.8125,148.4375,9.75,212030920.77855837,212030920.77855837,699.6020263160225,691.1800000000001,69.29340050759131,0.7201824199316919,51.06598855383504,37.55332007346377,38.283738317757006,-0.07299065420560803,25.38000000000011,25.379999999999995,1.9499999999999886,43.36810676607502,5.48382978150366,-0.0595380327606144,62.46895045648752,75.65195440095863,1345.3771547426395,76.38710389317637,938.4507930883028,330.53925776116034,2.8391507848257,73.9525729504422,26.047427049557797,0.49749582637729545,0.6497813638012168,-8.47927461326086,-1709223440.0849123,24.751237206923754,0.9690893901420217,4.191450824954749,0.7869519359270654,0.2182609749038391,3998599.166018806,0.003341687552213868,0.0,210684.78750262098,0.00011408760735985636,10,3

432,696.0693563833199,616.98,1431.2,86.87744867186747,41.922861934041364,97.24788485850432,6.402030059308718,38.4338747099768,0,712,77.28029594460376,46.97430339852109,35.373694166085926,87.9717767432794,79.2239437817188,58,13.45707656612529,267,61.94895591647332,Figure(432x432),609.375,757.8125,148.4375,9.6,211883458.3479182,211883458.3479182,696.0693563833199,685.32,77.19079933560478,0.6988775622843106,48.87471861742233,36.69644985070038,38.4338747099768,-0.26273781902552235,25.379999999999995,25.379999999999995,7.809999999999945,47.02878290929064,6.15701014279037,-0.12487947359319959,62.27745203524179,89.8109528430093,730.2491501620038,154.74039411778847,334.29225647492154,241.21649956929386,1.3858598274654508,58.08638929713147,41.91361070286854,0.36984589754269054,0.6307172772260013,-7.394762535219305,-1846689501.8517754,27.696144793327576,0.8807339449541284,4.44207237478459,0.7491145241496205,0.19995180288448394,3995334.9366793428,0.003336113427856547,0.003336113427856547,210546.70290946795,0.00010701596080150192,10,3

439,683.7023006833714,601.36,810.28,87.9966107624266,74.04847706965494,99.77384594918185,4.58337088919317,26.675273972602742,0,99,35.83765605156277,21.995060700180815,47.29341638850384,32.09965908651242,17.875889692673475,43,9.817351598173515,258,58.9041095890411,Figure(432x432),609.375,757.8125,148.4375,9.145833333333334,205772578.8513,205772578.8513,683.7023006833714,681.4200000000001,35.796815404618364,0.6891370414344209,47.835000000000036,28.62743945911448,26.675273972602742,-0.1604794520547947,23.430000000000064,23.430000000000064,7.809999999999945,-0.07744061567420868,0.2629818375715983,-0.06873289231441308,22.72355791265405,45.302484460904395,537.3319209978682,120.52692411586924,264.9850142414737,151.81998264052524,1.745389570152285,63.57529689513133,36.42470310486867,0.39716312056737585,0.5785842480000891,-19.003427987612984,-1291105113.397832,39.47482133056845,0.6482873851294904,5.534998909629428,0.662950428814642,0.12802041190749752,3767314.165028497,0.003341687552213868,0.0,205244.02155171538,1.5871216893118026e-05,10,3

446,672.1265470852017,542.79,777.0899999999999,89.65193611596423,77.21113384550053,110.53998784060134,6.002124562285608,24.158404494382026,0,80,43.19347517003083,nan,nan,29.29391583492757,16.586839714903725,29,6.51685393258427,246,55.28089887640449,Figure(432x432),593.75,750.0,156.25,9.911111111111111,202312552.4546,202312552.4546,672.1265470852017,675.5600000000001,43.145024818079726,0.712683933919773,52.72000000000003,33.56308512135777,24.158404494382026,-0.017550561797752943,27.329999999999927,21.480000000000132,3.909999999999968,0.27025594125396024,-0.41275022295262676,-0.1400841903650178,20.737236186954853,57.45711122093235,509.1518785394592,64.97396757085164,294.49431255170475,149.68359841690275,1.9674454360154499,66.30098104372377,33.69901895627622,0.3943191311612364,0.504082513924175,-18.333042671974816,-1298607804.6951184,52.0346141963518,0.5016722408026756,6.2261765304592105,0.6163970863745909,0.10245101539463226,3655936.151541333,0.0033444816053511705,0.0,201807.654467009,1.2135650189912542e-05,10,3

455,659.7541758241757,542.79,777.0899999999999,91.3670579140065,77.21113384550053,110.53998784060134,6.314406108029164,22.50533039647577,0,80,44.58070029633618,23.636344125808506,51.062719400875686,27.968292218216046,16.62360252556962,25,5.506607929515418,222,48.89867841409692,Figure(432x432),554.6875,742.1875,187.5,11.666666666666666,198952682.72829998,198952682.7283,659.7541758241757,663.84,44.531683568708594,0.7208825525763968,62.48000000000002,36.04419176427968,22.50533039647577,-0.22792951541850223,29.289999999999964,19.529999999999973,1.9600000000000932,-0.34520041426520764,-0.16177507956497367,-0.15040975914880347,19.79772802464737,59.857561284148474,899.9664613658958,258.9650550385136,415.07499700934574,225.92640931803652,1.837213268967794,64.75414763713516,35.245852362864845,0.3571130579891531,0.5293859709506847,-15.942821027648755,-1311186530.0306935,36.760148023077626,0.6449456975772765,5.427745276751007,0.5825452993989173,0.13505896450551474,3527355.116787604,0.003341687552213868,0.0,198425.4692434691,1.3069579163317473e-05,10,3

